,0,1,2,3,4,5,6,7,8,9
46,0.0,0.0,3,30,90,1,1.0,30,10,30
47,0.0,0.0,3,30,90,1,1.0,30,10,50
48,0.0,0.0,3,30,90,1,1.0,30,20,15
49,0.0,0.0,3,30,90,1,1.0,30,20,20
50,0.0,0.0,3,30,90,1,1.0,30,20,30
51,0.0,0.0,3,30,90,1,1.0,30,20,50
52,0.0,0.0,3,30,90,1,1.0,30,40,15
53,0.0,0.0,3,30,90,1,1.0,30,40,20
54,0.0,0.0,3,30,90,1,1.0,30,40,30
55,0.0,0.0,3,30,90,1,1.0,30,40,50
56,1.0,1.0,3,30,90,1,1.0,30,60,15
57,1.0,1.0,3,30,90,1,1.0,30,60,20
58,0.0,0.0,3,30,90,1,1.0,30,60,30
59,0.0,0.0,3,30,90,1,1.0,30,60,50
60,0.0,0.0,3,30,90,1,1.0,50,5,15
61,0.0,0.0,3,30,90,1,1.0,50,5,20
62,0.0,0.0,3,30,90,1,1.0,50,5,30
63,0.0,0.0,3,30,90,1,1.0,50,5,50
64,0.0,0.0,3,30,90,1,1.0,50,10,15
65,0.0,0.0,3,30,90,1,1.0,50,10,20
66,0.0,0.0,3,30,90,1,1.0,50,10,30
67,0.0,0.0,3,30,90,1,1.0,50,10,50
68,0.0,0.0,3,30,90,1,1.0,50,20,15
69,0.0,0.0,3,30,90,1,1.0,50,20,20
70,0.0,0.0,3,30,90,1,1.0,50,20,30
71,0.0,0.0,3,30,90,1,1.0,50,20,50
72,0.0,0.0,3,30,90,1,1.0,50,40,15
73,0.0,0.0,3,30,90,1,1.0,50,40,20
74,0.0,0.0,3,30,90,1,1.0,50,40,30
75,0.0,0.0,3,30,90,1,1.0,50,40,50
76,1.0,1.0,3,30,90,1,1.0,50,60,15
77,1.0,1.0,3,30,90,1,1.0,50,60,20
78,0.0,0.0,3,30,90,1,1.0,50,60,30
79,0.0,0.0,3,30,90,1,1.0,50,60,50
80,0.0,0.0,3,30,90,1,1.5,15,5,15
81,0.0,0.0,3,30,90,1,1.5,15,5,20
82,0.0,0.0,3,30,90,1,1.5,15,5,30
83,0.0,0.0,3,30,90,1,1.5,15,5,50
84,0.0,0.0,3,30,90,1,1.5,15,10,15
85,0.0,0.0,3,30,90,1,1.5,15,10,20
86,0.0,0.0,3,30,90,1,1.5,15,10,30
87,0.0,0.0,3,30,90,1,1.5,15,10,50
88,0.0,0.0,3,30,90,1,1.5,15,20,15
89,0.0,0.0,3,30,90,1,1.5,15,20,20
90,0.0,0.0,3,30,90,1,1.5,15,20,30
91,0.0,0.0,3,30,90,1,1.5,15,20,50
92,1.0,1.0,3,30,90,1,1.5,15,40,15
93,1.0,1.0,3,30,90,1,1.5,15,40,20
94,1.0,1.0,3,30,90,1,1.5,15,40,30
95,1.0,1.0,3,30,90,1,1.5,15,40,50
96,1.0,1.0,3,30,90,1,1.5,15,60,15
97,1.0,1.0,3,30,90,1,1.5,15,60,20
98,1.0,1.0,3,30,90,1,1.5,15,60,30
99,1.0,1.0,3,30,90,1,1.5,15,60,50
100,1.0,1.0,3,30,90,1,1.5,25,5,15
101,1.0,1.0,3,30,90,1,1.5,25,5,20
102,1.0,1.0,3,30,90,1,1.5,25,5,30
103,1.0,1.0,3,30,90,1,1.5,25,5,50
104,1.0,1.0,3,30,90,1,1.5,25,10,15
105,1.0,1.0,3,30,90,1,1.5,25,10,20
106,1.0,1.0,3,30,90,1,1.5,25,10,30
107,1.0,1.0,3,30,90,1,1.5,25,10,50
108,1.0,1.0,3,30,90,1,1.5,25,20,15
109,1.0,1.0,3,30,90,1,1.5,25,20,20
110,1.0,1.0,3,30,90,1,1.5,25,20,30
111,1.0,1.0,3,30,90,1,1.5,25,20,50
112,1.0,1.0,3,30,90,1,1.5,25,40,15
113,1.0,1.0,3,30,90,1,1.5,25,40,20
114,1.0,1.0,3,30,90,1,1.5,25,40,30
115,1.0,1.0,3,30,90,1,1.5,25,40,50
116,1.0,1.0,3,30,90,1,1.5,25,60,15
117,1.0,1.0,3,30,90,1,1.5,25,60,20
118,1.0,1.0,3,30,90,1,1.5,25,60,30
119,1.0,1.0,3,30,90,1,1.5,25,60,50
120,1.0,1.0,3,30,90,1,1.5,30,5,15
121,1.0,1.0,3,30,90,1,1.5,30,5,20
122,1.0,1.0,3,30,90,1,1.5,30,5,30
123,1.0,1.0,3,30,90,1,1.5,30,5,50
124,1.0,1.0,3,30,90,1,1.5,30,10,15
125,1.0,1.0,3,30,90,1,1.5,30,10,20
126,1.0,1.0,3,30,90,1,1.5,30,10,30
127,1.0,1.0,3,30,90,1,1.5,30,10,50
128,1.0,1.0,3,30,90,1,1.5,30,20,15
129,1.0,1.0,3,30,90,1,1.5,30,20,20
130,1.0,1.0,3,30,90,1,1.5,30,20,30
131,1.0,1.0,3,30,90,1,1.5,30,20,50
132,1.0,1.0,3,30,90,1,1.5,30,40,15
133,1.0,1.0,3,30,90,1,1.5,30,40,20
134,1.0,1.0,3,30,90,1,1.5,30,40,30
135,1.0,1.0,3,30,90,1,1.5,30,40,50
136,1.0,1.0,3,30,90,1,1.5,30,60,15
137,1.0,1.0,3,30,90,1,1.5,30,60,20
138,1.0,1.0,3,30,90,1,1.5,30,60,30
139,1.0,1.0,3,30,90,1,1.5,30,60,50
140,1.0,1.0,3,30,90,1,1.5,50,5,15
141,1.0,1.0,3,30,90,1,1.5,50,5,20
142,1.0,1.0,3,30,90,1,1.5,50,5,30
143,1.0,1.0,3,30,90,1,1.5,50,5,50
144,1.0,1.0,3,30,90,1,1.5,50,10,15
145,1.0,1.0,3,30,90,1,1.5,50,10,20
146,1.0,1.0,3,30,90,1,1.5,50,10,30
147,1.0,1.0,3,30,90,1,1.5,50,10,50
148,1.0,1.0,3,30,90,1,1.5,50,20,15
149,1.0,1.0,3,30,90,1,1.5,50,20,20
150,1.0,1.0,3,30,90,1,1.5,50,20,30
151,1.0,1.0,3,30,90,1,1.5,50,20,50
152,1.0,1.0,3,30,90,1,1.5,50,40,15
153,1.0,1.0,3,30,90,1,1.5,50,40,20
154,1.0,1.0,3,30,90,1,1.5,50,40,30
155,1.0,1.0,3,30,90,1,1.5,50,40,50
156,1.0,1.0,3,30,90,1,1.5,50,60,15
157,1.0,1.0,3,30,90,1,1.5,50,60,20
158,1.0,1.0,3,30,90,1,1.5,50,60,30
159,1.0,1.0,3,30,90,1,1.5,50,60,50
160,0.02569840498500031,-0.051270840673014684,3,30,90,2,1.0,15,5,15
161,0.023681687359531134,-0.04968152090187672,3,30,90,2,1.0,15,5,20
162,0.018852477004709878,-inf,3,30,90,2,1.0,15,5,30
163,0.012259784491632786,-inf,3,30,90,2,1.0,15,5,50
164,0.027492267903802048,-0.055818214595388715,3,30,90,2,1.0,15,10,15
165,0.02479340641621347,-0.05406996284713694,3,30,90,2,1.0,15,10,20
166,0.02054854952486912,-0.054190906482577295,3,30,90,2,1.0,15,10,30
167,0.009470043265534578,-inf,3,30,90,2,1.0,15,10,50
168,0.005023606997291208,-0.053152053484179174,3,30,90,2,1.0,15,20,15
169,0.003047601600233152,-0.05120955154167728,3,30,90,2,1.0,15,20,20
170,0.0033535239189735333,-0.05121382941768682,3,30,90,2,1.0,15,20,30
171,0.0007881693054964667,-inf,3,30,90,2,1.0,15,20,50
172,0.0,0.0,3,30,90,2,1.0,15,40,15
173,0.009090909090909094,-0.051144317120991434,3,30,90,2,1.0,15,40,20
174,0.004285437278008508,-0.04986416914721059,3,30,90,2,1.0,15,40,30
175,0.00041972388297117913,-inf,3,30,90,2,1.0,15,40,50
176,1.0,1.0,3,30,90,2,1.0,15,60,15
177,1.0,1.0,3,30,90,2,1.0,15,60,20
178,0.0,0.0,3,30,90,2,1.0,15,60,30
179,-0.0011856442606792972,-0.051031939570570506,3,30,90,2,1.0,15,60,50
180,0.02438035820388762,-0.053077114173161966,3,30,90,2,1.0,25,5,15
181,0.019476535420807906,-0.04312730754847849,3,30,90,2,1.0,25,5,20
182,0.022684087698897182,-0.04557093321691985,3,30,90,2,1.0,25,5,30
183,0.008083240281120563,-0.04557093321691985,3,30,90,2,1.0,25,5,50
184,0.03143568033273919,-0.053077114173161966,3,30,90,2,1.0,25,10,15
185,0.025329493927816193,-0.04312730754847849,3,30,90,2,1.0,25,10,20
186,0.022044539321235124,-0.04557093321691985,3,30,90,2,1.0,25,10,30
187,0.007829608165705437,-0.04557093321691985,3,30,90,2,1.0,25,10,50
188,0.006270131657128586,-0.053077114173161966,3,30,90,2,1.0,25,20,15
189,0.0001404253339238326,-0.04786607604104631,3,30,90,2,1.0,25,20,20
190,0.00014204883091861742,-0.05079842684317604,3,30,90,2,1.0,25,20,30
191,-4.878211185566084e-05,-0.05079842684317604,3,30,90,2,1.0,25,20,50
192,0.0,0.0,3,30,90,2,1.0,25,40,15
193,0.0,0.0,3,30,90,2,1.0,25,40,20
194,-0.0005138305735087889,-0.0458656505191819,3,30,90,2,1.0,25,40,30
195,-0.00035334628240418775,-0.0449450285879216,3,30,90,2,1.0,25,40,50
196,1.0,1.0,3,30,90,2,1.0,25,60,15
197,1.0,1.0,3,30,90,2,1.0,25,60,20
198,0.0,0.0,3,30,90,2,1.0,25,60,30
199,-0.0009576892931856817,-0.048603445237057175,3,30,90,2,1.0,25,60,50
200,0.029694857408673225,-0.04605359226169914,3,30,90,2,1.0,30,5,15
201,0.025891191680665393,-0.04549868157205117,3,30,90,2,1.0,30,5,20
202,0.025139846904078944,-0.04635862773485877,3,30,90,2,1.0,30,5,30
203,0.012351611875183188,-0.04635862773485877,3,30,90,2,1.0,30,5,50
204,0.030352645290725788,-0.04883137003947691,3,30,90,2,1.0,30,10,15
205,0.02737694944172675,-0.048623681572051214,3,30,90,2,1.0,30,10,20
206,0.024065719441659306,-0.04635862773485877,3,30,90,2,1.0,30,10,30
207,0.012351611875183188,-0.04635862773485877,3,30,90,2,1.0,30,10,50
208,0.009792194389717623,-0.05272427552979353,3,30,90,2,1.0,30,20,15
209,0.0049970839444524184,-0.053800769957351835,3,30,90,2,1.0,30,20,20
210,0.006243160065215303,-0.048025335578636086,3,30,90,2,1.0,30,20,30
211,0.0034001365510609727,-0.046265804786847164,3,30,90,2,1.0,30,20,50
212,0.0,0.0,3,30,90,2,1.0,30,40,15
213,0.0,0.0,3,30,90,2,1.0,30,40,20
214,0.008824211502783008,-0.04615225390115185,3,30,90,2,1.0,30,40,30
215,0.0030758938993525886,-0.04523163196989155,3,30,90,2,1.0,30,40,50
216,1.0,1.0,3,30,90,2,1.0,30,60,15
217,1.0,1.0,3,30,90,2,1.0,30,60,20
218,0.0,0.0,3,30,90,2,1.0,30,60,30
219,-0.00042529414899672435,-0.051031939570570506,3,30,90,2,1.0,30,60,50
220,0.0,0.0,3,30,90,2,1.0,50,5,15
221,0.0,0.0,3,30,90,2,1.0,50,5,20
222,0.0,0.0,3,30,90,2,1.0,50,5,30
223,0.0,0.0,3,30,90,2,1.0,50,5,50
224,0.0,0.0,3,30,90,2,1.0,50,10,15
225,0.0,0.0,3,30,90,2,1.0,50,10,20
226,0.0,0.0,3,30,90,2,1.0,50,10,30
227,0.0,0.0,3,30,90,2,1.0,50,10,50
228,0.0,0.0,3,30,90,2,1.0,50,20,15
229,0.0,0.0,3,30,90,2,1.0,50,20,20
230,0.0,0.0,3,30,90,2,1.0,50,20,30
231,0.0,0.0,3,30,90,2,1.0,50,20,50
232,0.0,0.0,3,30,90,2,1.0,50,40,15
233,0.0,0.0,3,30,90,2,1.0,50,40,20
234,0.0,0.0,3,30,90,2,1.0,50,40,30
235,0.0,0.0,3,30,90,2,1.0,50,40,50
236,1.0,1.0,3,30,90,2,1.0,50,60,15
237,1.0,1.0,3,30,90,2,1.0,50,60,20
238,0.0,0.0,3,30,90,2,1.0,50,60,30
239,0.0,0.0,3,30,90,2,1.0,50,60,50
240,0.0,0.0,3,30,90,2,1.5,15,5,15
241,0.0,0.0,3,30,90,2,1.5,15,5,20
242,0.0,0.0,3,30,90,2,1.5,15,5,30
243,0.0,0.0,3,30,90,2,1.5,15,5,50
244,0.0,0.0,3,30,90,2,1.5,15,10,15
245,0.0,0.0,3,30,90,2,1.5,15,10,20
246,0.0,0.0,3,30,90,2,1.5,15,10,30
247,0.0,0.0,3,30,90,2,1.5,15,10,50
248,0.0,0.0,3,30,90,2,1.5,15,20,15
249,0.0,0.0,3,30,90,2,1.5,15,20,20
250,0.0,0.0,3,30,90,2,1.5,15,20,30
251,0.0,0.0,3,30,90,2,1.5,15,20,50
252,1.0,1.0,3,30,90,2,1.5,15,40,15
253,1.0,1.0,3,30,90,2,1.5,15,40,20
254,0.0,0.0,3,30,90,2,1.5,15,40,30
255,0.0,0.0,3,30,90,2,1.5,15,40,50
256,1.0,1.0,3,30,90,2,1.5,15,60,15
257,1.0,1.0,3,30,90,2,1.5,15,60,20
258,1.0,1.0,3,30,90,2,1.5,15,60,30
259,0.0,0.0,3,30,90,2,1.5,15,60,50
260,0.0,0.0,3,30,90,2,1.5,25,5,15
261,0.0,0.0,3,30,90,2,1.5,25,5,20
262,0.0,0.0,3,30,90,2,1.5,25,5,30
263,0.0,0.0,3,30,90,2,1.5,25,5,50
264,0.0,0.0,3,30,90,2,1.5,25,10,15
265,0.0,0.0,3,30,90,2,1.5,25,10,20
266,0.0,0.0,3,30,90,2,1.5,25,10,30
267,0.0,0.0,3,30,90,2,1.5,25,10,50
268,0.0,0.0,3,30,90,2,1.5,25,20,15
269,0.0,0.0,3,30,90,2,1.5,25,20,20
270,0.0,0.0,3,30,90,2,1.5,25,20,30
271,0.0,0.0,3,30,90,2,1.5,25,20,50
272,1.0,1.0,3,30,90,2,1.5,25,40,15
273,1.0,1.0,3,30,90,2,1.5,25,40,20
274,1.0,1.0,3,30,90,2,1.5,25,40,30
275,1.0,1.0,3,30,90,2,1.5,25,40,50
276,1.0,1.0,3,30,90,2,1.5,25,60,15
277,1.0,1.0,3,30,90,2,1.5,25,60,20
278,1.0,1.0,3,30,90,2,1.5,25,60,30
279,1.0,1.0,3,30,90,2,1.5,25,60,50
280,0.0,0.0,3,30,90,2,1.5,30,5,15
281,0.0,0.0,3,30,90,2,1.5,30,5,20
282,0.0,0.0,3,30,90,2,1.5,30,5,30
283,0.0,0.0,3,30,90,2,1.5,30,5,50
284,0.0,0.0,3,30,90,2,1.5,30,10,15
285,0.0,0.0,3,30,90,2,1.5,30,10,20
286,0.0,0.0,3,30,90,2,1.5,30,10,30
287,0.0,0.0,3,30,90,2,1.5,30,10,50
288,0.0,0.0,3,30,90,2,1.5,30,20,15
289,0.0,0.0,3,30,90,2,1.5,30,20,20
290,0.0,0.0,3,30,90,2,1.5,30,20,30
291,0.0,0.0,3,30,90,2,1.5,30,20,50
292,1.0,1.0,3,30,90,2,1.5,30,40,15
293,1.0,1.0,3,30,90,2,1.5,30,40,20
294,1.0,1.0,3,30,90,2,1.5,30,40,30
295,1.0,1.0,3,30,90,2,1.5,30,40,50
296,1.0,1.0,3,30,90,2,1.5,30,60,15
297,1.0,1.0,3,30,90,2,1.5,30,60,20
298,1.0,1.0,3,30,90,2,1.5,30,60,30
299,1.0,1.0,3,30,90,2,1.5,30,60,50
300,1.0,1.0,3,30,90,2,1.5,50,5,15
301,1.0,1.0,3,30,90,2,1.5,50,5,20
302,1.0,1.0,3,30,90,2,1.5,50,5,30
303,1.0,1.0,3,30,90,2,1.5,50,5,50
304,1.0,1.0,3,30,90,2,1.5,50,10,15
305,1.0,1.0,3,30,90,2,1.5,50,10,20
306,1.0,1.0,3,30,90,2,1.5,50,10,30
307,1.0,1.0,3,30,90,2,1.5,50,10,50
308,1.0,1.0,3,30,90,2,1.5,50,20,15
309,1.0,1.0,3,30,90,2,1.5,50,20,20
310,1.0,1.0,3,30,90,2,1.5,50,20,30
311,1.0,1.0,3,30,90,2,1.5,50,20,50
312,1.0,1.0,3,30,90,2,1.5,50,40,15
313,1.0,1.0,3,30,90,2,1.5,50,40,20
314,1.0,1.0,3,30,90,2,1.5,50,40,30
315,1.0,1.0,3,30,90,2,1.5,50,40,50
316,1.0,1.0,3,30,90,2,1.5,50,60,15
317,1.0,1.0,3,30,90,2,1.5,50,60,20
318,1.0,1.0,3,30,90,2,1.5,50,60,30
319,1.0,1.0,3,30,90,2,1.5,50,60,50
320,0.02577685679305719,-0.05439440179876598,3,30,150,1,1.0,15,5,15
321,0.019727029416790665,-0.049343896748260896,3,30,150,1,1.0,15,5,20
322,0.016716777645989278,-0.04938656203254865,3,30,150,1,1.0,15,5,30
323,0.007572949783895944,-0.04938656203254865,3,30,150,1,1.0,15,5,50
324,0.030003458357042323,-0.05439440179876598,3,30,150,1,1.0,15,10,15
325,0.023738744331002037,-0.049343896748260896,3,30,150,1,1.0,15,10,20
326,0.01900212667852924,-0.04938656203254865,3,30,150,1,1.0,15,10,30
327,0.008808846662474168,-0.04938656203254865,3,30,150,1,1.0,15,10,50
328,0.00983853584239247,-0.053053745514430095,3,30,150,1,1.0,15,20,15
329,0.00389709520784709,-0.049322535418583224,3,30,150,1,1.0,15,20,20
330,0.0030750785765727984,-0.049533025577774725,3,30,150,1,1.0,15,20,30
331,0.0020669633482250926,-0.04938656203254865,3,30,150,1,1.0,15,20,50
332,0.0,0.0,3,30,150,1,1.0,15,40,15
333,0.009090909090909094,-0.04805023838326339,3,30,150,1,1.0,15,40,20
334,0.005283687943262505,-0.04975272089561389,3,30,150,1,1.0,15,40,30
335,0.0019456426932211168,-0.049533025577774725,3,30,150,1,1.0,15,40,50
336,1.0,1.0,3,30,150,1,1.0,15,60,15
337,1.0,1.0,3,30,150,1,1.0,15,60,20
338,0.0,0.0,3,30,150,1,1.0,15,60,30
339,-0.0004807046027573425,-0.04862037826017751,3,30,150,1,1.0,15,60,50
340,0.005496137849079041,-0.048950762080965715,3,30,150,1,1.0,25,5,15
341,0.005496137849079041,-0.048950762080965715,3,30,150,1,1.0,25,5,20
342,0.005496137849079041,-0.04534879421940674,3,30,150,1,1.0,25,5,30
343,0.005496137849079041,-0.04534879421940674,3,30,150,1,1.0,25,5,50
344,0.005496137849079041,-0.05983290016592513,3,30,150,1,1.0,25,10,15
345,0.005496137849079041,-0.05983290016592513,3,30,150,1,1.0,25,10,20
346,0.005496137849079041,-0.05459278251239841,3,30,150,1,1.0,25,10,30
347,0.005496137849079041,-0.05459278251239841,3,30,150,1,1.0,25,10,50
348,0.005496137849079041,-0.05983290016592513,3,30,150,1,1.0,25,20,15
349,0.005496137849079041,-0.05983290016592513,3,30,150,1,1.0,25,20,20
350,0.005496137849079041,-0.05459278251239841,3,30,150,1,1.0,25,20,30
351,0.005496137849079041,-0.05459278251239841,3,30,150,1,1.0,25,20,50
352,0.0,0.0,3,30,150,1,1.0,25,40,15
353,0.0,0.0,3,30,150,1,1.0,25,40,20
354,0.0,0.0,3,30,150,1,1.0,25,40,30
355,0.0,0.0,3,30,150,1,1.0,25,40,50
356,1.0,1.0,3,30,150,1,1.0,25,60,15
357,1.0,1.0,3,30,150,1,1.0,25,60,20
358,0.0,0.0,3,30,150,1,1.0,25,60,30
359,0.0,0.0,3,30,150,1,1.0,25,60,50
360,0.0,0.0,3,30,150,1,1.0,30,5,15
361,0.0,0.0,3,30,150,1,1.0,30,5,20
362,0.0,0.0,3,30,150,1,1.0,30,5,30
363,0.0,0.0,3,30,150,1,1.0,30,5,50
364,0.0,0.0,3,30,150,1,1.0,30,10,15
365,0.0,0.0,3,30,150,1,1.0,30,10,20
366,0.0,0.0,3,30,150,1,1.0,30,10,30
367,0.0,0.0,3,30,150,1,1.0,30,10,50
368,0.0,0.0,3,30,150,1,1.0,30,20,15
369,0.0,0.0,3,30,150,1,1.0,30,20,20
370,0.0,0.0,3,30,150,1,1.0,30,20,30
371,0.0,0.0,3,30,150,1,1.0,30,20,50
372,0.0,0.0,3,30,150,1,1.0,30,40,15
373,0.0,0.0,3,30,150,1,1.0,30,40,20
374,0.0,0.0,3,30,150,1,1.0,30,40,30
375,0.0,0.0,3,30,150,1,1.0,30,40,50
376,1.0,1.0,3,30,150,1,1.0,30,60,15
377,1.0,1.0,3,30,150,1,1.0,30,60,20
378,0.0,0.0,3,30,150,1,1.0,30,60,30
379,0.0,0.0,3,30,150,1,1.0,30,60,50
380,0.0,0.0,3,30,150,1,1.0,50,5,15
381,0.0,0.0,3,30,150,1,1.0,50,5,20
382,0.0,0.0,3,30,150,1,1.0,50,5,30
383,0.0,0.0,3,30,150,1,1.0,50,5,50
384,0.0,0.0,3,30,150,1,1.0,50,10,15
385,0.0,0.0,3,30,150,1,1.0,50,10,20
386,0.0,0.0,3,30,150,1,1.0,50,10,30
387,0.0,0.0,3,30,150,1,1.0,50,10,50
388,0.0,0.0,3,30,150,1,1.0,50,20,15
389,0.0,0.0,3,30,150,1,1.0,50,20,20
390,0.0,0.0,3,30,150,1,1.0,50,20,30
391,0.0,0.0,3,30,150,1,1.0,50,20,50
392,0.0,0.0,3,30,150,1,1.0,50,40,15
393,0.0,0.0,3,30,150,1,1.0,50,40,20
394,0.0,0.0,3,30,150,1,1.0,50,40,30
395,0.0,0.0,3,30,150,1,1.0,50,40,50
396,1.0,1.0,3,30,150,1,1.0,50,60,15
397,1.0,1.0,3,30,150,1,1.0,50,60,20
398,0.0,0.0,3,30,150,1,1.0,50,60,30
399,0.0,0.0,3,30,150,1,1.0,50,60,50
400,0.0,0.0,3,30,150,1,1.5,15,5,15
401,0.0,0.0,3,30,150,1,1.5,15,5,20
402,0.0,0.0,3,30,150,1,1.5,15,5,30
403,0.0,0.0,3,30,150,1,1.5,15,5,50
404,0.0,0.0,3,30,150,1,1.5,15,10,15
405,0.0,0.0,3,30,150,1,1.5,15,10,20
406,0.0,0.0,3,30,150,1,1.5,15,10,30
407,0.0,0.0,3,30,150,1,1.5,15,10,50
408,0.0,0.0,3,30,150,1,1.5,15,20,15
409,0.0,0.0,3,30,150,1,1.5,15,20,20
410,0.0,0.0,3,30,150,1,1.5,15,20,30
411,0.0,0.0,3,30,150,1,1.5,15,20,50
412,1.0,1.0,3,30,150,1,1.5,15,40,15
413,1.0,1.0,3,30,150,1,1.5,15,40,20
414,1.0,1.0,3,30,150,1,1.5,15,40,30
415,1.0,1.0,3,30,150,1,1.5,15,40,50
416,1.0,1.0,3,30,150,1,1.5,15,60,15
417,1.0,1.0,3,30,150,1,1.5,15,60,20
418,1.0,1.0,3,30,150,1,1.5,15,60,30
419,1.0,1.0,3,30,150,1,1.5,15,60,50
420,1.0,1.0,3,30,150,1,1.5,25,5,15
421,1.0,1.0,3,30,150,1,1.5,25,5,20
422,1.0,1.0,3,30,150,1,1.5,25,5,30
423,1.0,1.0,3,30,150,1,1.5,25,5,50
424,1.0,1.0,3,30,150,1,1.5,25,10,15
425,1.0,1.0,3,30,150,1,1.5,25,10,20
426,1.0,1.0,3,30,150,1,1.5,25,10,30
427,1.0,1.0,3,30,150,1,1.5,25,10,50
428,1.0,1.0,3,30,150,1,1.5,25,20,15
429,1.0,1.0,3,30,150,1,1.5,25,20,20
430,1.0,1.0,3,30,150,1,1.5,25,20,30
431,1.0,1.0,3,30,150,1,1.5,25,20,50
432,1.0,1.0,3,30,150,1,1.5,25,40,15
433,1.0,1.0,3,30,150,1,1.5,25,40,20
434,1.0,1.0,3,30,150,1,1.5,25,40,30
435,1.0,1.0,3,30,150,1,1.5,25,40,50
436,1.0,1.0,3,30,150,1,1.5,25,60,15
437,1.0,1.0,3,30,150,1,1.5,25,60,20
438,1.0,1.0,3,30,150,1,1.5,25,60,30
439,1.0,1.0,3,30,150,1,1.5,25,60,50
440,1.0,1.0,3,30,150,1,1.5,30,5,15
441,1.0,1.0,3,30,150,1,1.5,30,5,20
442,1.0,1.0,3,30,150,1,1.5,30,5,30
443,1.0,1.0,3,30,150,1,1.5,30,5,50
444,1.0,1.0,3,30,150,1,1.5,30,10,15
445,1.0,1.0,3,30,150,1,1.5,30,10,20
446,1.0,1.0,3,30,150,1,1.5,30,10,30
447,1.0,1.0,3,30,150,1,1.5,30,10,50
448,1.0,1.0,3,30,150,1,1.5,30,20,15
449,1.0,1.0,3,30,150,1,1.5,30,20,20
450,1.0,1.0,3,30,150,1,1.5,30,20,30
451,1.0,1.0,3,30,150,1,1.5,30,20,50
452,1.0,1.0,3,30,150,1,1.5,30,40,15
453,1.0,1.0,3,30,150,1,1.5,30,40,20
454,1.0,1.0,3,30,150,1,1.5,30,40,30
455,1.0,1.0,3,30,150,1,1.5,30,40,50
456,1.0,1.0,3,30,150,1,1.5,30,60,15
